Station,Day(Local_Date),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa)
3445,2014 Nov 01,0.0,13.3,17.7,8.8,-,11.3
4271,2014 Nov 01,0.0,14.8,20.1,9.4,9.2,9.9
5451,2014 Nov 01,0.0,13.3,19.6,6.9,3.6,8.5
11104,2014 Nov 02,15.2,16.0,22.8,9.1,7.6,11.7
18183,2014 Nov 02,0.0,16.8,21.0,13.9,11.9,16.1
1962,2014 Nov 02,0.0,18.0,21.7,14.2,14.3,15.3
2283,2014 Nov 02,0.0,15.1,18.1,12.0,9.6,16.1
24120,2014 Nov 02,0.0,19.9,26.8,12.1,-,9.4
24976,2014 Nov 02,0.0,18.8,27.8,11.0,8.5,12.1
3445,2014 Nov 02,2.1,15.5,17.1,13.9,-,14.0
4271,2014 Nov 02,0.0,14.6,19.7,9.5,9.6,14.2
5451,2014 Nov 02,11.8,16.4,23.4,9.4,5.7,9.9
11104,2014 Nov 03,3.2,8.6,12.2,5.0,3.6,8.6
18183,2014 Nov 03,10.8,16.0,18.4,11.2,8.6,15.4
1962,2014 Nov 03,10.4,14.9,18.0,11.8,12.6,14.6
2283,2014 Nov 03,18.2,13.8,17.0,10.5,9.3,13.9
24120,2014 Nov 03,0.0,15.2,20.2,9.3,-,6.9
24976,2014 Nov 03,0.0,18.6,23.2,13.1,9.4,13.3
3445,2014 Nov 03,3.4,15.1,17.0,13.1,-,11.5
4271,2014 Nov 03,0.0,12.5,18.1,6.9,9.1,10.2
5451,2014 Nov 03,16.8,7.6,11.5,3.7,2.7,7.9
11104,2014 Nov 04,0.4,7.5,11.5,3.5,1.9,7.7
18183,2014 Nov 04,0.0,13.1,17.8,7.9,6.4,11.7
1962,2014 Nov 04,0.0,13.3,17.5,9.0,11.2,11.7
2283,2014 Nov 04,3.2,10.8,15.4,6.2,5.7,10.6
24120,2014 Nov 04,12.2,8.6,15.1,4.5,-,8.1
24976,2014 Nov 04,0.2,14.6,21.1,9.0,5.7,10.4
3445,2014 Nov 04,0.0,12.0,14.5,9.4,-,8.9
4271,2014 Nov 04,0.8,12.2,18.5,5.9,7.9,8.5
5451,2014 Nov 04,0.0,5.0,10.0,0.0,-1.6,6.2
11104,2014 Nov 05,0.4,7.8,12.2,3.4,2.2,7.9
18183,2014 Nov 05,0.8,12.1,16.4,8.0,5.6,10.8
1962,2014 Nov 05,5.0,13.2,16.9,9.4,10.8,11.2
2283,2014 Nov 05,7.8,10.1,16.5,3.7,2.1,9.6
24120,2014 Nov 05,16.9,7.2,12.7,3.5,-,8.8
24976,2014 Nov 05,13.7,12.3,15.7,9.9,9.0,11.3
3445,2014 Nov 05,2.1,10.7,13.2,8.2,-,8.8
4271,2014 Nov 05,1.8,11.7,17.2,6.2,8.2,7.1
5451,2014 Nov 05,0.2,8.3,13.5,3.1,1.0,6.8
11104,2014 Nov 06,0.0,9.0,13.9,4.1,2.9,8.8
18183,2014 Nov 06,1.2,12.1,16.2,8.7,5.6,9.9
1962,2014 Nov 06,1.4,12.1,15.7,8.5,10.4,10.3
2283,2014 Nov 06,1.8,9.8,14.4,5.1,3.3,9.3
24120,2014 Nov 06,0.2,8.0,14.3,1.6,-,7.7
24976,2014 Nov 06,1.7,10.8,16.8,6.6,4.6,9.8
3445,2014 Nov 06,4.2,10.4,12.5,8.2,-,9.0
4271,2014 Nov 06,0.0,10.0,16.0,3.9,5.6,7.8
5451,2014 Nov 06,0.0,9.7,15.9,3.4,1.4,6.9
11104,2014 Nov 07,0.0,9.7,17.2,2.2,1.1,10.0
18183,2014 Nov 07,0.0,12.9,17.7,6.1,5.0,10.4
1962,2014 Nov 07,0.0,13.4,16.9,9.8,9.6,10.6
2283,2014 Nov 07,2.8,10.6,16.4,4.7,3.6,9.9
24120,2014 Nov 07,0.0,10.3,16.2,4.5,-,8.7
24976,2014 Nov 07,0.0,11.5,19.1,4.9,2.5,9.3
3445,2014 Nov 07,0.0,12.4,14.5,10.3,-,9.3
4271,2014 Nov 07,0.0,10.0,17.1,2.9,5.0,9.0
5451,2014 Nov 07,0.0,10.3,19.2,1.4,-0.9,8.0
11104,2014 Nov 08,1.4,12.5,15.5,9.4,8.6,12.7
18183,2014 Nov 08,0.0,13.9,20.1,8.1,6.5,11.3
1962,2014 Nov 08,0.0,13.9,17.7,10.1,9.0,11.5
2283,2014 Nov 08,0.0,10.2,16.7,3.7,3.7,11.1
24120,2014 Nov 08,0.0,11.7,17.3,6.4,-,10.4
24976,2014 Nov 08,0.0,12.0,19.2,5.4,3.5,10.6
3445,2014 Nov 08,0.0,11.2,15.4,7.0,-,10.4
4271,2014 Nov 08,0.0,11.4,17.0,5.8,7.0,11.3
5451,2014 Nov 08,0.0,14.4,19.4,9.3,7.5,9.6
11104,2014 Nov 09,0.2,14.7,19.3,10.0,9.1,12.6
18183,2014 Nov 09,0.0,14.2,20.2,8.8,6.3,11.1
1962,2014 Nov 09,0.0,13.2,18.4,7.9,9.1,12.5
2283,2014 Nov 09,0.0,11.2,16.8,5.6,5.1,12.7
24120,2014 Nov 09,0.0,15.3,22.0,10.0,-,11.9
24976,2014 Nov 09,0.0,14.3,21.7,5.9,3.7,12.0
3445,2014 Nov 09,0.0,14.0,18.4,9.6,-,12.4
4271,2014 Nov 09,0.0,12.6,17.6,7.6,8.7,12.1
5451,2014 Nov 09,0.0,13.9,20.2,7.5,4.6,9.1
11104,2014 Nov 10,1.4,11.8,14.3,9.3,7.7,11.4
18183,2014 Nov 10,0.0,14.3,20.0,8.1,6.4,11.5
1962,2014 Nov 10,0.0,14.7,19.8,9.6,10.8,13.4
2283,2014 Nov 10,0.0,14.9,17.7,12.0,11.0,15.1
24120,2014 Nov 10,0.0,15.5,20.6,9.9,-,11.3
24976,2014 Nov 10,0.0,17.4,23.7,11.2,7.4,11.0
3445,2014 Nov 10,0.0,17.4,21.2,13.5,-,13.1
4271,2014 Nov 10,0.0,18.3,22.6,14.0,12.7,11.7
5451,2014 Nov 10,0.2,14.1,19.7,8.4,4.8,10.1
11104,2014 Nov 11,4.8,8.6,12.4,4.7,2.4,8.3
18183,2014 Nov 11,1.0,14.9,18.5,10.1,8.0,13.8
1962,2014 Nov 11,5.2,16.5,19.9,13.0,12.9,14.6
2283,2014 Nov 11,3.2,13.8,16.8,10.8,10.2,14.7
24120,2014 Nov 11,0.0,16.3,22.9,10.1,-,8.8
24976,2014 Nov 11,0.0,17.5,23.2,11.8,9.0,12.0
3445,2014 Nov 11,0.2,15.8,18.5,13.0,-,12.5
4271,2014 Nov 11,0.0,15.7,22.0,9.3,10.8,11.0
5451,2014 Nov 11,2.4,10.2,15.9,4.4,0.4,7.2
11104,2014 Nov 12,3.8,7.7,11.6,3.8,1.9,8.3
18183,2014 Nov 12,2.0,14.2,18.1,11.6,9.8,11.9
1962,2014 Nov 12,5.2,13.9,17.3,10.5,10.2,11.1
2283,2014 Nov 12,13.8,10.1,13.8,6.3,3.2,9.9
24120,2014 Nov 12,5.1,9.8,17.6,5.8,-,8.2
24976,2014 Nov 12,1.2,14.8,19.6,8.6,5.2,9.5
3445,2014 Nov 12,1.0,12.0,15.7,8.3,-,8.3
4271,2014 Nov 12,0.0,10.6,15.0,6.1,7.6,8.2
5451,2014 Nov 12,1.0,5.8,11.1,0.4,-1.4,6.7
11104,2014 Nov 13,0.4,9.8,12.6,7.0,4.0,9.0
18183,2014 Nov 13,5.2,12.6,16.2,9.2,7.9,10.0
1962,2014 Nov 13,7.4,12.6,16.2,8.9,7.7,10.5
2283,2014 Nov 13,1.6,9.9,15.2,4.6,0.9,10.2
24120,2014 Nov 13,1.0,10.2,16.7,4.5,-,8.7
24976,2014 Nov 13,5.5,11.7,18.8,6.2,2.1,8.5
3445,2014 Nov 13,1.0,11.2,14.8,7.6,-,8.5
4271,2014 Nov 13,0.0,10.3,17.3,3.2,4.3,8.3
5451,2014 Nov 13,0.0,9.2,13.5,4.9,4.3,7.2
11104,2014 Nov 14,0.2,11.8,14.9,8.6,7.4,9.2
18183,2014 Nov 14,0.6,13.9,16.9,11.7,10.9,12.0
1962,2014 Nov 14,1.2,14.3,17.4,11.1,10.4,12.1
2283,2014 Nov 14,0.0,13.1,16.5,9.6,4.1,11.8
24120,2014 Nov 14,0.0,12.6,19.2,8.1,-,9.6
24976,2014 Nov 14,0.0,12.4,19.9,5.4,3.7,10.3
3445,2014 Nov 14,0.0,13.8,17.6,10.0,-,10.9
4271,2014 Nov 14,0.0,12.2,18.0,6.4,6.0,10.4
5451,2014 Nov 14,0.4,10.0,18.0,2.0,0.0,7.6
11104,2014 Nov 15,19.8,8.7,11.5,5.8,4.1,8.9
18183,2014 Nov 15,15.4,16.1,18.8,12.9,12.3,14.9
1962,2014 Nov 15,3.6,16.6,19.3,13.8,12.7,14.2
2283,2014 Nov 15,8.8,14.2,16.8,11.5,10.1,13.5
24120,2014 Nov 15,0.0,16.2,23.3,10.4,-,7.2
24976,2014 Nov 15,0.0,16.7,22.2,9.3,6.4,11.2
3445,2014 Nov 15,0.0,16.4,19.8,13.0,-,10.8
4271,2014 Nov 15,0.8,15.7,21.6,9.8,10.2,8.9
5451,2014 Nov 15,11.0,9.4,12.6,6.1,4.7,7.3
11104,2014 Nov 16,1.2,9.3,12.5,6.1,3.7,8.2
18183,2014 Nov 16,27.6,15.6,18.0,13.1,12.2,15.3
1962,2014 Nov 16,0.0,15.5,18.4,12.5,11.3,12.9
2283,2014 Nov 16,3.6,13.3,16.6,9.9,8.1,12.6
24120,2014 Nov 16,0.0,12.7,19.2,7.6,-,8.6
24976,2014 Nov 16,0.0,16.9,23.9,10.9,7.5,9.4
3445,2014 Nov 16,0.0,15.2,18.7,11.7,-,9.8
4271,2014 Nov 16,0.0,13.8,20.9,6.6,6.9,8.0
5451,2014 Nov 16,0.0,11.0,16.3,5.7,2.6,6.1
11104,2014 Nov 17,0.8,9.1,15.7,2.4,-0.5,8.8
18183,2014 Nov 17,7.2,16.1,18.9,12.9,11.7,17.5
1962,2014 Nov 17,7.4,15.8,21.1,10.4,11.6,15.1
2283,2014 Nov 17,15.2,12.7,17.2,8.1,4.9,13.8
24120,2014 Nov 17,0.0,13.0,16.8,9.3,-,10.9
24976,2014 Nov 17,1.9,15.5,20.2,9.6,6.7,12.7
3445,2014 Nov 17,2.6,13.4,15.0,11.7,-,11.6
4271,2014 Nov 17,1.6,10.5,14.1,6.8,7.9,10.1
5451,2014 Nov 17,0.0,8.2,15.6,0.8,-0.6,6.5
11104,2014 Nov 18,14.2,10.5,15.6,5.3,1.6,8.9
18183,2014 Nov 18,0.0,15.8,19.2,13.0,9.9,14.4
1962,2014 Nov 18,0.4,16.4,19.3,13.5,12.4,13.5
2283,2014 Nov 18,0.0,14.2,17.0,11.4,8.8,12.3
24120,2014 Nov 18,0.0,14.5,21.6,6.1,-,7.6
24976,2014 Nov 18,0.0,18.7,25.0,10.9,6.9,10.4
3445,2014 Nov 18,0.0,15.7,19.2,12.1,-,9.5
4271,2014 Nov 18,0.0,13.8,19.6,7.9,8.3,7.8
5451,2014 Nov 18,8.6,10.5,15.1,5.8,4.9,7.2
11104,2014 Nov 19,23.2,8.2,11.2,5.2,1.3,8.2
18183,2014 Nov 19,0.0,14.9,18.9,10.6,8.6,13.7
1962,2014 Nov 19,0.0,15.8,19.7,11.8,12.2,13.0
2283,2014 Nov 19,1.4,14.1,17.4,10.8,9.2,12.8
24120,2014 Nov 19,4.4,14.0,22.1,5.9,-,7.3
24976,2014 Nov 19,0.0,16.3,23.0,9.6,5.0,8.7
3445,2014 Nov 19,0.0,14.9,18.2,11.6,-,9.9
4271,2014 Nov 19,0.0,12.1,17.3,6.9,4.4,8.0
5451,2014 Nov 19,3.8,8.9,12.9,4.8,3.6,6.8
11104,2014 Nov 20,3.0,10.1,14.7,5.4,4.0,9.5
18183,2014 Nov 20,0.0,15.3,18.9,12.1,9.5,11.8
1962,2014 Nov 20,0.2,14.7,17.6,11.7,10.7,11.5
2283,2014 Nov 20,0.2,13.0,16.5,9.4,6.8,10.5
24120,2014 Nov 20,0.0,11.3,18.0,2.4,-,8.7
24976,2014 Nov 20,0.0,14.8,20.1,7.4,3.0,8.6
3445,2014 Nov 20,0.3,11.7,16.9,6.5,-,9.5
4271,2014 Nov 20,0.0,12.6,19.6,5.6,-1.1,7.7
5451,2014 Nov 20,0.0,10.7,15.8,5.6,2.7,6.9
11104,2014 Nov 21,8.8,11.4,13.0,9.8,8.5,11.2
18183,2014 Nov 21,0.0,14.7,19.0,8.5,7.4,13.7
1962,2014 Nov 21,0.0,15.8,19.0,12.6,12.2,13.3
2283,2014 Nov 21,0.2,15.3,18.1,12.4,11.4,15.0
24120,2014 Nov 21,0.0,21.0,29.7,9.9,-,9.4
24976,2014 Nov 21,0.0,17.4,25.2,11.4,8.6,10.7
3445,2014 Nov 21,0.0,16.7,20.4,13.0,-,12.8
4271,2014 Nov 21,0.0,17.7,24.1,11.2,6.7,11.9
5451,2014 Nov 21,2.6,14.3,17.6,10.9,8.8,12.2
11104,2014 Nov 22,25.6,8.4,12.0,4.7,1.2,10.3
18183,2014 Nov 22,0.0,17.1,20.1,15.0,14.1,17.1
1962,2014 Nov 22,0.2,18.5,21.8,15.1,15.7,17.2
2283,2014 Nov 22,5.6,15.3,16.4,14.2,13.1,17.3
24120,2014 Nov 22,2.0,18.0,31.1,8.7,-,11.9
24976,2014 Nov 22,0.0,19.6,25.3,13.4,10.2,12.5
3445,2014 Nov 22,0.0,15.4,18.3,12.4,-,15.4
4271,2014 Nov 22,5.0,19.8,24.3,15.2,10.7,15.4
5451,2014 Nov 22,12.0,9.5,14.2,4.8,2.5,11.2
11104,2014 Nov 23,1.4,11.3,18.5,4.1,1.2,9.7
18183,2014 Nov 23,0.6,18.1,21.9,16.4,15.8,19.3
1962,2014 Nov 23,0.4,17.1,19.6,14.5,14.0,15.0
2283,2014 Nov 23,0.0,14.3,17.3,11.2,10.3,12.7
24120,2014 Nov 23,0.0,12.6,17.5,6.7,-,10.0
24976,2014 Nov 23,0.0,16.3,20.5,12.0,7.8,13.1
3445,2014 Nov 23,0.0,15.1,18.9,11.2,-,11.1
4271,2014 Nov 23,0.0,14.4,17.4,11.3,4.4,13.0
5451,2014 Nov 23,0.0,11.5,21.3,1.6,0.4,8.3
11104,2014 Nov 24,0.0,14.3,17.3,11.2,8.8,11.7
18183,2014 Nov 24,1.0,17.9,20.8,17.0,17.1,19.8
1962,2014 Nov 24,0.0,16.7,20.1,13.2,14.2,17.2
2283,2014 Nov 24,1.2,14.1,16.5,11.7,9.5,15.0
24120,2014 Nov 24,0.0,17.1,24.8,9.3,-,11.2
24976,2014 Nov 24,0.0,18.1,27.6,10.8,7.0,12.4
3445,2014 Nov 24,0.0,16.5,19.9,13.1,-,12.7
4271,2014 Nov 24,0.0,13.6,18.3,8.8,2.1,13.9
5451,2014 Nov 24,0.0,14.0,22.4,5.6,4.7,10.1
11104,2014 Nov 25,1.6,14.7,18.6,10.8,10.4,13.7
18183,2014 Nov 25,0.4,18.1,20.2,17.2,16.9,20.1
1962,2014 Nov 25,0.2,19.7,22.3,17.1,18.0,19.7
2283,2014 Nov 25,1.4,16.2,17.1,15.3,15.4,18.1
24120,2014 Nov 25,1.1,16.0,21.9,12.7,-,13.5
24976,2014 Nov 25,0.0,20.2,27.9,10.6,8.2,14.9
3445,2014 Nov 25,0.3,16.9,18.5,15.2,-,16.8
4271,2014 Nov 25,0.0,14.5,17.4,11.5,5.5,15.8
5451,2014 Nov 25,6.2,11.5,16.5,6.5,5.1,12.3
11104,2014 Nov 26,6.0,12.0,16.3,7.6,5.1,9.7
18183,2014 Nov 26,0.0,18.2,22.1,16.3,16.1,19.4
1962,2014 Nov 26,0.0,17.5,20.2,14.7,13.3,17.1
2283,2014 Nov 26,1.2,16.2,18.2,14.1,12.7,15.8
24120,2014 Nov 26,0.0,21.4,27.1,13.6,-,7.3
24976,2014 Nov 26,0.0,23.0,28.7,18.3,14.5,14.1
3445,2014 Nov 26,0.0,19.6,23.9,15.3,-,13.2
4271,2014 Nov 26,0.0,18.4,23.5,13.3,6.3,10.9
5451,2014 Nov 26,0.4,12.1,15.6,8.6,5.6,8.0
11104,2014 Nov 27,0.4,10.4,12.7,8.0,5.9,9.0
18183,2014 Nov 27,0.0,16.5,21.1,12.1,9.8,13.9
1962,2014 Nov 27,0.0,17.1,20.1,14.1,12.0,13.6
2283,2014 Nov 27,0.0,16.1,18.5,13.6,11.7,15.0
24120,2014 Nov 27,0.0,18.6,26.3,11.1,-,6.8
24976,2014 Nov 27,0.0,20.1,27.4,12.8,7.1,8.9
3445,2014 Nov 27,0.0,16.1,18.5,13.7,-,12.1
4271,2014 Nov 27,0.0,16.4,22.4,10.4,4.2,9.9
5451,2014 Nov 27,1.0,11.2,15.7,6.6,3.3,7.2
11104,2014 Nov 28,5.6,9.0,11.4,6.5,5.2,8.5
18183,2014 Nov 28,0.0,14.7,17.5,12.1,9.9,13.6
1962,2014 Nov 28,8.4,16.4,20.6,12.2,9.9,13.8
2283,2014 Nov 28,3.2,13.4,17.0,9.8,7.5,12.4
24120,2014 Nov 28,16.6,10.7,15.0,7.9,-,10.1
24976,2014 Nov 28,0.0,18.2,22.8,12.3,9.0,11.2
3445,2014 Nov 28,3.6,12.7,15.7,9.7,-,9.9
4271,2014 Nov 28,2.0,12.0,16.6,7.3,-1.0,9.0
5451,2014 Nov 28,0.0,9.6,12.8,6.4,4.5,7.1
11104,2014 Nov 29,11.6,8.6,12.7,4.4,2.1,8.1
18183,2014 Nov 29,0.0,14.3,17.7,11.4,9.6,11.4
1962,2014 Nov 29,1.6,14.6,17.7,11.4,9.4,11.2
2283,2014 Nov 29,1.4,12.5,16.6,8.3,4.5,10.9
24120,2014 Nov 29,0.8,13.1,21.2,7.4,-,8.9
24976,2014 Nov 29,0.0,15.4,22.1,7.8,4.2,7.9
3445,2014 Nov 29,0.8,13.3,18.5,8.0,-,9.5
4271,2014 Nov 29,0.0,12.9,18.9,6.9,1.0,8.6
5451,2014 Nov 29,0.0,9.9,16.1,3.7,1.7,6.3
11104,2014 Nov 30,17.6,7.5,11.4,3.6,0.1,7.9
18183,2014 Nov 30,0.0,15.2,18.8,12.6,10.3,13.0
1962,2014 Nov 30,0.0,16.3,19.5,13.1,11.2,12.2
2283,2014 Nov 30,1.0,13.7,17.5,9.8,7.0,12.1
24120,2014 Nov 30,2.5,11.7,19.5,6.0,-,7.1
24976,2014 Nov 30,0.0,17.5,23.5,11.2,7.7,7.9
3445,2014 Nov 30,1.4,14.6,19.1,10.1,-,9.8
4271,2014 Nov 30,0.0,13.8,18.6,8.9,3.3,7.9
5451,2014 Nov 30,0.0,9.6,13.4,5.8,4.9,5.7
11104,2014 Dec 01,0.6,8.0,12.1,3.9,-0.4,7.7
18183,2014 Dec 01,0.0,14.7,17.9,11.9,10.1,12.0
1962,2014 Dec 01,1.0,14.4,17.2,11.5,9.8,11.2
2283,2014 Dec 01,1.2,11.9,16.0,7.7,3.6,10.1
24120,2014 Dec 01,3.8,9.6,14.8,5.9,-,8.2
24976,2014 Dec 01,8.3,12.5,19.7,6.6,1.4,9.0
3445,2014 Dec 01,5.2,11.0,13.5,8.4,-,9.3
4271,2014 Dec 01,6.2,11.3,16.7,5.9,1.3,8.8
5451,2014 Dec 01,0.0,7.9,11.3,4.4,4.0,6.3
11104,2014 Dec 02,0.0,9.5,16.3,2.7,-1.2,9.3
18183,2014 Dec 02,0.0,14.7,20.7,10.2,6.8,11.5
1962,2014 Dec 02,0.2,14.1,18.5,9.6,7.5,10.3
2283,2014 Dec 02,0.0,12.2,17.7,6.7,3.6,8.9
24120,2014 Dec 02,1.7,11.3,16.6,6.7,-,8.8
24976,2014 Dec 02,1.3,12.1,17.1,7.4,5.2,9.4
3445,2014 Dec 02,3.3,10.4,14.5,6.2,-,9.4
4271,2014 Dec 02,0.2,10.5,16.8,4.1,-1.7,10.8
5451,2014 Dec 02,0.0,9.9,19.9,-0.2,-1.7,7.4
11104,2014 Dec 03,0.4,13.0,20.5,5.5,1.6,10.4
18183,2014 Dec 03,0.6,14.3,19.6,8.4,5.7,10.8
1962,2014 Dec 03,0.0,14.4,19.5,9.3,6.3,12.2
2283,2014 Dec 03,0.0,10.9,17.4,4.4,1.0,11.1
24120,2014 Dec 03,0.0,12.1,18.3,5.5,-,11.0
24976,2014 Dec 03,0.0,14.7,20.1,7.0,5.1,10.8
3445,2014 Dec 03,0.0,14.2,19.1,9.3,-,11.4
4271,2014 Dec 03,0.0,14.5,18.5,10.4,4.3,13.3
5451,2014 Dec 03,0.0,12.3,18.0,6.5,5.2,8.1
11104,2014 Dec 04,1.4,12.5,15.4,9.5,9.4,11.6
18183,2014 Dec 04,0.0,14.3,20.0,6.8,4.9,12.1
1962,2014 Dec 04,0.0,16.4,20.0,12.7,10.4,12.7
2283,2014 Dec 04,0.0,16.1,18.7,13.4,12.1,13.8
24120,2014 Dec 04,1.7,15.7,26.1,9.8,-,12.4
24976,2014 Dec 04,0.0,17.2,25.5,11.4,9.0,11.6
3445,2014 Dec 04,0.7,16.5,20.1,12.9,-,13.0
4271,2014 Dec 04,0.0,17.1,21.4,12.7,9.9,12.3
5451,2014 Dec 04,0.0,14.4,19.6,9.2,7.6,10.6
11104,2014 Dec 05,0.0,13.2,18.8,7.5,6.8,10.0
18183,2014 Dec 05,0.0,16.8,21.0,12.4,10.0,14.5
1962,2014 Dec 05,0.0,18.3,21.9,14.6,12.7,15.9
2283,2014 Dec 05,3.4,15.5,19.0,11.9,9.3,16.3
24120,2014 Dec 05,0.5,11.7,16.0,8.7,-,10.3
24976,2014 Dec 05,0.0,16.0,20.3,13.1,11.2,13.3
3445,2014 Dec 05,0.3,12.9,14.6,11.1,-,11.7
4271,2014 Dec 05,0.6,15.9,19.1,12.7,6.5,15.1
5451,2014 Dec 05,0.0,12.9,20.3,5.4,2.5,10.5
11104,2014 Dec 06,1.2,15.5,21.4,9.6,8.1,14.2
18183,2014 Dec 06,0.0,16.6,22.6,10.3,8.6,14.8
1962,2014 Dec 06,0.0,18.5,21.9,15.1,14.4,16.3
2283,2014 Dec 06,0.0,13.6,18.6,8.5,3.3,14.4
24120,2014 Dec 06,0.0,13.8,17.3,10.6,-,11.9
24976,2014 Dec 06,0.0,16.0,20.8,10.4,7.6,12.4
3445,2014 Dec 06,0.0,14.6,19.2,9.9,-,12.5
4271,2014 Dec 06,0.8,16.5,20.3,12.6,9.4,16.1
5451,2014 Dec 06,0.4,17.7,23.1,12.2,9.6,11.7
11104,2014 Dec 07,0.2,11.0,14.4,7.5,5.1,11.1
18183,2014 Dec 07,0.0,16.5,21.2,9.9,8.6,15.3
1962,2014 Dec 07,0.0,18.5,22.2,14.7,12.6,16.9
2283,2014 Dec 07,0.0,16.5,19.4,13.5,8.4,17.9
24120,2014 Dec 07,0.0,17.2,28.7,10.4,-,12.0
24976,2014 Dec 07,0.0,20.9,30.5,11.6,8.4,14.3
3445,2014 Dec 07,1.3,15.2,18.0,12.3,-,15.0
4271,2014 Dec 07,0.4,20.2,25.6,14.7,11.0,16.2
5451,2014 Dec 07,0.0,14.6,18.6,10.5,9.9,11.3
11104,2014 Dec 08,0.0,13.4,19.8,7.0,5.1,12.0
18183,2014 Dec 08,0.0,19.9,25.5,15.7,14.5,18.9
1962,2014 Dec 08,0.2,20.0,22.9,17.1,16.9,18.4
2283,2014 Dec 08,0.0,17.7,22.3,13.1,11.3,15.6
24120,2014 Dec 08,0.0,12.6,16.3,8.8,-,10.3
24976,2014 Dec 08,0.0,16.0,21.3,10.2,6.8,11.0
3445,2014 Dec 08,0.0,14.1,16.7,11.5,-,11.1
4271,2014 Dec 08,0.0,16.5,18.6,14.4,14.2,14.5
5451,2014 Dec 08,0.0,14.0,21.1,6.9,5.4,10.7
11104,2014 Dec 09,10.8,17.3,25.0,9.6,9.8,13.8
18183,2014 Dec 09,0.0,19.2,22.9,16.2,12.0,18.8
1962,2014 Dec 09,0.2,19.0,21.6,16.4,16.4,18.6
2283,2014 Dec 09,0.0,15.2,17.7,12.6,9.2,17.3
24120,2014 Dec 09,0.2,17.4,24.6,12.2,-,12.9
24976,2014 Dec 09,0.0,18.8,26.1,9.9,6.7,13.6
3445,2014 Dec 09,0.1,15.1,17.6,12.6,-,14.4
4271,2014 Dec 09,0.0,18.7,22.9,14.5,13.3,15.5
5451,2014 Dec 09,0.0,17.7,22.4,12.9,12.4,12.3
11104,2014 Dec 10,1.2,9.6,12.4,6.7,4.3,8.3
18183,2014 Dec 10,0.0,18.6,23.2,14.2,11.1,17.2
1962,2014 Dec 10,6.6,20.1,24.2,15.9,13.0,17.8
2283,2014 Dec 10,32.4,15.2,17.3,13.1,13.0,17.9
24120,2014 Dec 10,3.3,12.2,17.8,9.7,-,11.4
24976,2014 Dec 10,1.1,21.0,27.1,15.0,14.0,14.5
3445,2014 Dec 10,21.7,13.5,16.4,10.5,-,14.2
4271,2014 Dec 10,26.4,15.7,18.0,13.3,10.8,16.4
5451,2014 Dec 10,1.8,12.7,16.6,8.7,9.0,9.9
11104,2014 Dec 11,0.2,11.0,15.3,6.7,6.1,9.3
18183,2014 Dec 11,13.0,18.5,20.9,17.7,17.5,20.4
1962,2014 Dec 11,1.6,18.9,21.3,16.4,15.0,19.6
2283,2014 Dec 11,0.0,15.4,18.7,12.1,11.6,15.3
24120,2014 Dec 11,0.5,11.6,15.0,8.5,-,10.3
24976,2014 Dec 11,4.9,15.7,19.0,13.3,12.9,15.5
3445,2014 Dec 11,0.0,14.3,17.5,11.0,-,11.6
4271,2014 Dec 11,0.0,15.2,18.0,12.3,9.6,11.5
5451,2014 Dec 11,1.6,12.6,17.7,7.5,7.7,10.4
11104,2014 Dec 12,0.6,11.2,14.1,8.2,6.1,9.7
18183,2014 Dec 12,9.0,18.6,22.0,15.8,14.9,19.1
1962,2014 Dec 12,0.8,17.0,18.6,15.3,14.0,14.7
2283,2014 Dec 12,0.4,14.4,17.3,11.5,9.1,13.5
24120,2014 Dec 12,0.1,14.1,20.2,11.2,-,11.3
24976,2014 Dec 12,0.0,17.3,20.9,13.2,10.7,14.1
3445,2014 Dec 12,0.4,14.7,16.7,12.7,-,13.4
4271,2014 Dec 12,0.0,16.2,19.3,13.0,11.0,14.2
5451,2014 Dec 12,3.2,13.4,17.6,9.1,8.9,10.3
11104,2014 Dec 13,1.0,9.4,13.6,5.2,0.2,7.9
18183,2014 Dec 13,19.2,16.7,19.9,14.7,14.3,17.8
1962,2014 Dec 13,3.4,16.3,18.5,14.1,13.5,14.1
2283,2014 Dec 13,0.0,13.4,18.0,8.7,6.7,13.5
24120,2014 Dec 13,0.8,12.0,16.5,8.2,-,8.6
24976,2014 Dec 13,1.3,16.4,21.2,12.2,9.8,14.1
3445,2014 Dec 13,0.9,12.9,15.0,10.8,-,11.5
4271,2014 Dec 13,0.0,17.2,21.2,13.2,9.3,12.0
5451,2014 Dec 13,0.0,11.1,15.3,6.8,5.7,7.2
11104,2014 Dec 14,0.0,9.5,17.5,1.4,-2.0,8.3
18183,2014 Dec 14,35.8,19.6,23.3,16.0,15.2,21.5
1962,2014 Dec 14,30.2,16.0,18.1,13.8,13.5,15.4
2283,2014 Dec 14,0.0,16.6,20.4,12.7,9.1,13.6
24120,2014 Dec 14,0.0,12.6,17.7,5.4,-,9.0
24976,2014 Dec 14,31.1,13.7,15.0,12.5,12.1,14.2
3445,2014 Dec 14,0.0,14.8,18.3,11.2,-,9.9
4271,2014 Dec 14,0.0,14.7,20.0,9.4,4.7,9.8
5451,2014 Dec 14,0.0,11.7,21.5,1.9,0.4,8.7
11104,2014 Dec 15,0.0,11.4,18.6,4.2,0.7,11.1
